p_brand	p_type	p_size	supplier_cnt
Brand#22	STANDARD POLISHED COPPER	36	4403
Brand#23	ECONOMY ANODIZED STEEL	19	4403
Brand#23	MEDIUM ANODIZED NICKEL	9	4403
Brand#23	SMALL POLISHED STEEL	3	4403
Brand#23	STANDARD PLATED NICKEL	14	4403
Brand#24	ECONOMY POLISHED COPPER	49	4403
Brand#24	MEDIUM ANODIZED TIN	45	4403
Brand#24	PROMO ANODIZED NICKEL	45	4403
Brand#24	STANDARD ANODIZED TIN	23	4403
Brand#25	LARGE BURNISHED NICKEL	3	4403
Brand#25	PROMO PLATED TIN	3	4403
Brand#25	SMALL BURNISHED BRASS	19	4403
Brand#31	ECONOMY POLISHED COPPER	3	4403
Brand#31	STANDARD PLATED STEEL	36	4403
Brand#32	LARGE ANODIZED COPPER	49	4403
Brand#32	STANDARD POLISHED NICKEL	3	4403
Brand#33	SMALL ANODIZED STEEL	49	4403
Brand#33	SMALL PLATED COPPER	45	4403
Brand#34	STANDARD ANODIZED NICKEL	45	4403
Brand#35	PROMO PLATED BRASS	9	4403
Brand#35	SMALL PLATED STEEL	9	4403
Brand#41	LARGE ANODIZED COPPER	45	4403
Brand#41	MEDIUM BURNISHED STEEL	9	4403
Brand#43	ECONOMY ANODIZED NICKEL	14	4403
Brand#44	LARGE ANODIZED BRASS	19	4403
Brand#44	STANDARD POLISHED STEEL	49	4403
Brand#51	LARGE PLATED TIN	9	4403
Brand#51	STANDARD ANODIZED COPPER	9	4403
Brand#52	ECONOMY ANODIZED BRASS	19	4403
Brand#52	SMALL BURNISHED TIN	14	4403
Brand#52	STANDARD BURNISHED COPPER	49	4403
Brand#53	MEDIUM PLATED BRASS	23	4403
Brand#53	SMALL BRUSHED NICKEL	9	4403
Brand#53	SMALL BURNISHED NICKEL	23	4403
Brand#54	LARGE ANODIZED TIN	3	4403
Brand#54	PROMO ANODIZED NICKEL	14	4403
Brand#54	PROMO ANODIZED TIN	36	4403
Brand#55	LARGE ANODIZED COPPER	3	4403
Brand#55	LARGE POLISHED BRASS	45	4403
Brand#55	SMALL PLATED BRASS	36	4403
Brand#11	ECONOMY BRUSHED NICKEL	14	4402
Brand#14	STANDARD ANODIZED COPPER	19	4402
Brand#15	LARGE POLISHED TIN	36	4402
Brand#15	MEDIUM BURNISHED BRASS	45	4402
Brand#15	MEDIUM PLATED TIN	9	4402
Brand#15	STANDARD ANODIZED BRASS	45	4402
Brand#21	LARGE PLATED COPPER	23	4402
Brand#22	SMALL ANODIZED STEEL	36	4402
Brand#22	SMALL BURNISHED STEEL	45	4402
Brand#23	SMALL BURNISHED TIN	49	4402
Brand#24	ECONOMY ANODIZED BRASS	9	4402
Brand#24	ECONOMY POLISHED STEEL	3	4402
Brand#24	MEDIUM PLATED STEEL	9	4402
Brand#24	MEDIUM PLATED STEEL	49	4402
Brand#31	LARGE PLATED COPPER	49	4402
Brand#31	MEDIUM BRUSHED TIN	23	4402
Brand#31	PROMO BURNISHED TIN	23	4402
Brand#31	PROMO PLATED STEEL	49	4402
Brand#33	ECONOMY ANODIZED BRASS	36	4402
Brand#33	ECONOMY BRUSHED BRASS	45	4402
Brand#34	PROMO ANODIZED NICKEL	45	4402
Brand#41	LARGE PLATED BRASS	23	4402
Brand#41	LARGE PLATED NICKEL	23	4402
Brand#41	STANDARD PLATED STEEL	23	4402
Brand#42	LARGE POLISHED TIN	3	4402
Brand#42	MEDIUM BURNISHED NICKEL	36	4402
Brand#43	PROMO ANODIZED COPPER	19	4402
Brand#43	SMALL ANODIZED COPPER	19	4402
Brand#44	LARGE ANODIZED BRASS	14	4402
Brand#44	SMALL POLISHED COPPER	36	4402
Brand#52	STANDARD BURNISHED COPPER	23	4402
Brand#53	MEDIUM BRUSHED BRASS	9	4402
Brand#53	SMALL BURNISHED BRASS	49	4402
Brand#54	SMALL BRUSHED STEEL	9	4402
Brand#55	MEDIUM BURNISHED TIN	49	4402
Brand#55	STANDARD BURNISHED COPPER	49	4402
Brand#13	LARGE ANODIZED NICKEL	9	4401
Brand#13	LARGE PLATED STEEL	9	4401
Brand#13	MEDIUM BRUSHED COPPER	45	4401
Brand#13	PROMO ANODIZED COPPER	36	4401
Brand#14	ECONOMY POLISHED COPPER	36	4401
Brand#14	PROMO BRUSHED STEEL	36	4401
Brand#14	SMALL POLISHED BRASS	45	4401
Brand#14	SMALL POLISHED NICKEL	3	4401
Brand#14	STANDARD PLATED BRASS	9	4401
Brand#15	ECONOMY PLATED BRASS	9	4401
Brand#21	MEDIUM ANODIZED TIN	49	4401
Brand#21	SMALL BRUSHED STEEL	14	4401
Brand#22	MEDIUM ANODIZED NICKEL	45	4401
Brand#23	LARGE BRUSHED NICKEL	9	4401
Brand#23	LARGE POLISHED NICKEL	49	4401
Brand#23	PROMO PLATED STEEL	49	4401
Brand#23	STANDARD POLISHED COPPER	9	4401
Brand#24	ECONOMY PLATED TIN	23	4401
Brand#24	PROMO BRUSHED NICKEL	9	4401
Brand#24	SMALL POLISHED NICKEL	3	4401
Brand#25	LARGE BURNISHED STEEL	3	4401
Brand#25	PROMO BRUSHED NICKEL	14	4401
Brand#31	LARGE ANODIZED NICKEL	3	4401
Brand#32	LARGE BURNISHED NICKEL	14	4401
Brand#32	MEDIUM PLATED COPPER	3	4401
Brand#32	PROMO POLISHED BRASS	23	4401
Brand#32	SMALL POLISHED STEEL	9	4401
Brand#32	STANDARD POLISHED COPPER	3	4401
Brand#33	LARGE ANODIZED STEEL	19	4401
Brand#33	STANDARD ANODIZED TIN	36	4401
Brand#34	ECONOMY ANODIZED NICKEL	9	4401
Brand#34	MEDIUM BURNISHED COPPER	3	4401
Brand#34	STANDARD BRUSHED BRASS	49	4401
Brand#34	STANDARD PLATED COPPER	19	4401
Brand#35	ECONOMY BURNISHED BRASS	36	4401
Brand#35	MEDIUM PLATED COPPER	9	4401
Brand#35	SMALL ANODIZED TIN	19	4401
Brand#41	ECONOMY POLISHED BRASS	45	4401
Brand#41	SMALL POLISHED COPPER	9	4401
Brand#42	STANDARD PLATED TIN	45	4401
Brand#43	ECONOMY PLATED COPPER	9	4401
Brand#43	LARGE BURNISHED TIN	3	4401
Brand#43	PROMO BRUSHED NICKEL	19	4401
Brand#44	PROMO PLATED STEEL	23	4401
Brand#53	PROMO BURNISHED COPPER	36	4401
Brand#53	SMALL PLATED STEEL	45	4401
Brand#54	STANDARD PLATED NICKEL	45	4401
Brand#11	ECONOMY ANODIZED TIN	14	4400
Brand#12	MEDIUM ANODIZED NICKEL	23	4400
Brand#13	LARGE BRUSHED COPPER	36	4400
Brand#13	MEDIUM BURNISHED COPPER	14	4400
Brand#13	SMALL POLISHED COPPER	9	4400
Brand#14	STANDARD ANODIZED COPPER	14	4400
Brand#14	STANDARD BURNISHED TIN	3	4400
Brand#15	ECONOMY BRUSHED STEEL	19	4400
Brand#15	SMALL BRUSHED STEEL	14	4400
Brand#21	LARGE BURNISHED BRASS	36	4400
Brand#21	MEDIUM ANODIZED TIN	45	4400
Brand#22	ECONOMY ANODIZED STEEL	14	4400
Brand#22	LARGE BRUSHED NICKEL	36	4400
Brand#23	MEDIUM PLATED TIN	19	4400
Brand#23	PROMO ANODIZED BRASS	3	4400
Brand#24	LARGE ANODIZED COPPER	3	4400
Brand#24	LARGE ANODIZED NICKEL	9	4400
Brand#25	ECONOMY ANODIZED NICKEL	23	4400
Brand#25	SMALL PLATED NICKEL	3	4400
Brand#25	STANDARD PLATED TIN	23	4400
Brand#31	LARGE BURNISHED BRASS	36	4400
Brand#32	STANDARD PLATED STEEL	49	4400
Brand#33	LARGE ANODIZED COPPER	19	4400
Brand#34	MEDIUM BRUSHED COPPER	36	4400
Brand#34	SMALL ANODIZED BRASS	14	4400
Brand#34	SMALL ANODIZED COPPER	36	4400
Brand#35	LARGE PLATED BRASS	9	4400
Brand#35	MEDIUM PLATED TIN	19	4400
Brand#41	MEDIUM BURNISHED COPPER	9	4400
Brand#42	ECONOMY ANODIZED COPPER	45	4400
Brand#42	STANDARD PLATED COPPER	19	4400
Brand#43	LARGE POLISHED STEEL	14	4400
Brand#43	PROMO BRUSHED BRASS	36	4400
Brand#43	SMALL POLISHED BRASS	14	4400
Brand#44	MEDIUM BRUSHED NICKEL	3	4400
Brand#44	PROMO BRUSHED STEEL	14	4400
Brand#51	ECONOMY BURNISHED STEEL	23	4400
Brand#51	SMALL BRUSHED STEEL	45	4400
Brand#51	STANDARD PLATED STEEL	49	4400
Brand#52	STANDARD PLATED BRASS	9	4400
Brand#53	PROMO ANODIZED BRASS	49	4400
Brand#53	SMALL PLATED STEEL	14	4400
Brand#55	ECONOMY BURNISHED NICKEL	14	4400
Brand#55	LARGE PLATED NICKEL	14	4400
Brand#55	MEDIUM BRUSHED TIN	19	4400
Brand#55	PROMO BRUSHED STEEL	9	4400
Brand#11	LARGE POLISHED NICKEL	23	4399
Brand#12	ECONOMY BRUSHED TIN	49	4399
Brand#13	STANDARD ANODIZED BRASS	23	4399
Brand#14	SMALL BRUSHED NICKEL	14	4399
Brand#15	PROMO BURNISHED COPPER	23	4399
Brand#15	PROMO PLATED STEEL	23	4399
Brand#15	SMALL BRUSHED TIN	19	4399
Brand#21	SMALL POLISHED NICKEL	49	4399
Brand#22	STANDARD BURNISHED STEEL	45	4399
Brand#23	LARGE PLATED NICKEL	36	4399
Brand#24	LARGE BURNISHED COPPER	9	4399
Brand#24	MEDIUM ANODIZED STEEL	14	4399
Brand#24	PROMO PLATED STEEL	14	4399
Brand#25	PROMO POLISHED TIN	49	4399
Brand#25	SMALL BURNISHED COPPER	19	4399
Brand#31	ECONOMY POLISHED NICKEL	45	4399
Brand#31	PROMO BURNISHED NICKEL	14	4399
Brand#31	SMALL ANODIZED STEEL	36	4399
Brand#31	SMALL PLATED BRASS	9	4399
Brand#31	STANDARD ANODIZED TIN	45	4399
Brand#32	ECONOMY BRUSHED BRASS	19	4399
Brand#32	ECONOMY BURNISHED STEEL	36	4399
Brand#32	LARGE BURNISHED BRASS	49	4399
Brand#33	LARGE ANODIZED NICKEL	19	4399
Brand#33	LARGE POLISHED COPPER	45	4399
Brand#34	ECONOMY POLISHED TIN	45	4399
Brand#34	SMALL POLISHED TIN	14	4399
Brand#41	SMALL BURNISHED BRASS	45	4399
Brand#41	STANDARD POLISHED STEEL	49	4399
Brand#42	ECONOMY BURNISHED COPPER	19	4399
Brand#42	ECONOMY BURNISHED NICKEL	3	4399
Brand#42	STANDARD ANODIZED BRASS	45	4399
Brand#43	MEDIUM BRUSHED BRASS	3	4399
Brand#43	PROMO BRUSHED COPPER	9	4399
Brand#44	PROMO BURNISHED COPPER	19	4399
Brand#44	SMALL BURNISHED STEEL	49	4399
Brand#44	SMALL POLISHED BRASS	23	4399
Brand#52	ECONOMY BURNISHED TIN	36	4399
Brand#52	STANDARD PLATED TIN	49	4399
Brand#53	STANDARD BRUSHED BRASS	3	4399
Brand#54	ECONOMY PLATED NICKEL	9	4399
Brand#54	ECONOMY POLISHED BRASS	36	4399
Brand#54	MEDIUM BRUSHED COPPER	49	4399
Brand#54	PROMO PLATED BRASS	14	4399
Brand#55	LARGE BURNISHED NICKEL	49	4399
Brand#55	LARGE BURNISHED TIN	9	4399
Brand#55	STANDARD BURNISHED STEEL	45	4399
Brand#11	ECONOMY BURNISHED COPPER	19	4398
Brand#11	LARGE BRUSHED TIN	36	4398
Brand#12	LARGE BURNISHED COPPER	49	4398
Brand#14	ECONOMY BURNISHED COPPER	3	4398
Brand#14	ECONOMY BURNISHED NICKEL	49	4398
Brand#14	LARGE BRUSHED STEEL	36	4398
Brand#14	LARGE BURNISHED STEEL	23	4398
Brand#14	STANDARD ANODIZED BRASS	45	4398
Brand#15	SMALL PLATED COPPER	23	4398
Brand#15	SMALL POLISHED NICKEL	14	4398
Brand#15	STANDARD BRUSHED NICKEL	19	4398
Brand#21	SMALL PLATED COPPER	36	4398
Brand#21	STANDARD BURNISHED STEEL	14	4398
Brand#22	LARGE BRUSHED TIN	45	4398
Brand#22	PROMO POLISHED TIN	3	4398
Brand#23	MEDIUM BRUSHED BRASS	14	4398
Brand#23	PROMO BRUSHED NICKEL	36	4398
Brand#24	ECONOMY BURNISHED TIN	14	4398
Brand#24	ECONOMY POLISHED COPPER	45	4398
Brand#24	MEDIUM PLATED COPPER	19	4398
Brand#25	ECONOMY POLISHED STEEL	3	4398
Brand#25	LARGE BRUSHED TIN	23	4398
Brand#25	MEDIUM ANODIZED STEEL	14	4398
Brand#25	MEDIUM BRUSHED STEEL	19	4398
Brand#25	PROMO POLISHED NICKEL	3	4398
Brand#33	LARGE PLATED COPPER	19	4398
Brand#33	PROMO BRUSHED COPPER	45	4398
Brand#33	PROMO POLISHED BRASS	49	4398
Brand#34	LARGE ANODIZED COPPER	9	4398
Brand#34	LARGE BRUSHED NICKEL	3	4398
Brand#34	MEDIUM BURNISHED NICKEL	49	4398
Brand#34	MEDIUM PLATED BRASS	3	4398
Brand#35	LARGE POLISHED STEEL	45	4398
Brand#41	ECONOMY POLISHED STEEL	19	4398
Brand#42	LARGE POLISHED BRASS	14	4398
Brand#43	SMALL BURNISHED NICKEL	49	4398
Brand#44	LARGE PLATED NICKEL	14	4398
Brand#44	SMALL ANODIZED BRASS	36	4398
Brand#44	STANDARD BRUSHED STEEL	49	4398
Brand#51	MEDIUM PLATED STEEL	3	4398
Brand#51	PROMO ANODIZED TIN	19	4398
Brand#52	ECONOMY BRUSHED NICKEL	23	4398
Brand#52	STANDARD PLATED TIN	45	4398
Brand#53	ECONOMY PLATED COPPER	23	4398
Brand#53	LARGE BURNISHED NICKEL	3	4398
Brand#53	MEDIUM BRUSHED NICKEL	36	4398
Brand#53	PROMO BRUSHED COPPER	36	4398
Brand#54	SMALL BURNISHED NICKEL	49	4398
Brand#55	ECONOMY ANODIZED COPPER	36	4398
Brand#55	ECONOMY PLATED TIN	23	4398
Brand#55	SMALL BURNISHED COPPER	49	4398
Brand#55	SMALL POLISHED COPPER	49	4398
Brand#11	ECONOMY ANODIZED STEEL	45	4397
Brand#11	ECONOMY BURNISHED TIN	23	4397
Brand#11	SMALL BURNISHED STEEL	23	4397
Brand#11	STANDARD ANODIZED TIN	9	4397
Brand#12	SMALL PLATED BRASS	14	4397
Brand#13	LARGE BURNISHED STEEL	23	4397
Brand#13	MEDIUM PLATED TIN	49	4397
Brand#14	ECONOMY POLISHED NICKEL	23	4397
Brand#14	MEDIUM ANODIZED TIN	3	4397
Brand#15	LARGE PLATED BRASS	45	4397
Brand#15	SMALL ANODIZED BRASS	36	4397
Brand#15	STANDARD POLISHED STEEL	49	4397
Brand#21	LARGE BRUSHED TIN	23	4397
Brand#21	LARGE BURNISHED NICKEL	3	4397
Brand#21	SMALL POLISHED BRASS	3	4397
Brand#22	ECONOMY BRUSHED STEEL	23	4397
Brand#22	LARGE ANODIZED TIN	36	4397
Brand#22	STANDARD ANODIZED TIN	45	4397
Brand#22	STANDARD POLISHED STEEL	14	4397
Brand#23	PROMO BRUSHED NICKEL	45	4397
Brand#23	PROMO BRUSHED STEEL	3	4397
Brand#23	PROMO POLISHED TIN	23	4397
Brand#24	MEDIUM BURNISHED STEEL	36	4397
Brand#25	LARGE ANODIZED TIN	49	4397
Brand#25	STANDARD ANODIZED BRASS	49	4397
Brand#25	STANDARD POLISHED STEEL	45	4397
Brand#31	ECONOMY POLISHED STEEL	19	4397
Brand#31	PROMO ANODIZED TIN	23	4397
Brand#32	PROMO BURNISHED TIN	45	4397
Brand#32	SMALL BURNISHED COPPER	23	4397
Brand#33	ECONOMY POLISHED COPPER	3	4397
Brand#33	ECONOMY POLISHED TIN	19	4397
Brand#33	LARGE BRUSHED TIN	9	4397
Brand#33	PROMO POLISHED STEEL	19	4397
Brand#34	STANDARD ANODIZED STEEL	14	4397
Brand#34	STANDARD BRUSHED COPPER	14	4397
Brand#34	STANDARD PLATED COPPER	49	4397
Brand#35	ECONOMY PLATED NICKEL	23	4397
Brand#35	SMALL BRUSHED STEEL	45	4397
Brand#41	MEDIUM ANODIZED BRASS	14	4397
Brand#41	STANDARD PLATED NICKEL	14	4397
Brand#42	MEDIUM ANODIZED NICKEL	45	4397
Brand#42	SMALL PLATED TIN	14	4397
Brand#43	LARGE POLISHED COPPER	9	4397
Brand#43	STANDARD BURNISHED TIN	45	4397
Brand#44	LARGE ANODIZED COPPER	14	4397
Brand#52	STANDARD ANODIZED TIN	3	4397
Brand#53	PROMO ANODIZED NICKEL	23	4397
Brand#53	STANDARD BRUSHED TIN	9	4397
Brand#54	ECONOMY BURNISHED STEEL	9	4397
Brand#54	LARGE BRUSHED STEEL	23	4397
Brand#54	LARGE PLATED BRASS	23	4397
Brand#54	PROMO PLATED COPPER	36	4397
Brand#54	STANDARD BRUSHED STEEL	45	4397
Brand#55	STANDARD BURNISHED NICKEL	45	4397
Brand#11	ECONOMY POLISHED BRASS	45	4396
Brand#12	LARGE POLISHED STEEL	36	4396
Brand#12	SMALL BURNISHED NICKEL	19	4396
Brand#12	STANDARD BRUSHED BRASS	14	4396
Brand#12	STANDARD BURNISHED TIN	3	4396
Brand#13	ECONOMY ANODIZED NICKEL	3	4396
Brand#13	PROMO ANODIZED STEEL	36	4396
Brand#14	ECONOMY BRUSHED TIN	14	4396
Brand#14	STANDARD BRUSHED BRASS	45	4396
Brand#15	SMALL BRUSHED TIN	49	4396
Brand#15	SMALL BURNISHED COPPER	45	4396
Brand#21	SMALL BURNISHED BRASS	19	4396
Brand#22	MEDIUM BRUSHED STEEL	49	4396
Brand#23	LARGE PLATED BRASS	45	4396
Brand#23	PROMO ANODIZED TIN	14	4396
Brand#23	PROMO BRUSHED TIN	45	4396
Brand#23	PROMO BURNISHED COPPER	19	4396
Brand#23	SMALL BURNISHED TIN	3	4396
Brand#23	STANDARD BURNISHED TIN	36	4396
Brand#23	STANDARD POLISHED STEEL	9	4396
Brand#24	MEDIUM ANODIZED BRASS	36	4396
Brand#24	MEDIUM ANODIZED TIN	19	4396
Brand#24	STANDARD BRUSHED BRASS	14	4396
Brand#25	LARGE BRUSHED COPPER	19	4396
Brand#25	SMALL POLISHED TIN	3	4396
Brand#25	STANDARD BURNISHED NICKEL	14	4396
Brand#31	ECONOMY BURNISHED TIN	49	4396
Brand#32	PROMO PLATED TIN	3	4396
Brand#34	ECONOMY BRUSHED NICKEL	23	4396
Brand#34	SMALL POLISHED COPPER	14	4396
Brand#35	ECONOMY POLISHED BRASS	19	4396
Brand#35	MEDIUM ANODIZED STEEL	19	4396
Brand#35	SMALL ANODIZED COPPER	14	4396
Brand#35	SMALL BURNISHED COPPER	23	4396
Brand#35	STANDARD POLISHED COPPER	19	4396
Brand#41	SMALL POLISHED STEEL	49	4396
Brand#42	LARGE PLATED COPPER	3	4396
Brand#42	SMALL PLATED COPPER	14	4396
Brand#42	STANDARD ANODIZED COPPER	9	4396
Brand#42	STANDARD POLISHED TIN	45	4396
Brand#43	LARGE ANODIZED TIN	45	4396
Brand#43	PROMO ANODIZED NICKEL	14	4396
Brand#43	PROMO PLATED NICKEL	45	4396
Brand#44	MEDIUM ANODIZED TIN	49	4396
Brand#44	PROMO PLATED NICKEL	14	4396
Brand#44	STANDARD ANODIZED STEEL	3	4396
Brand#52	STANDARD POLISHED NICKEL	36	4396
Brand#54	LARGE BURNISHED STEEL	3	4396
Brand#54	LARGE PLATED NICKEL	19	4396
Brand#54	LARGE PLATED STEEL	14	4396
Brand#54	MEDIUM BURNISHED COPPER	19	4396
Brand#55	ECONOMY ANODIZED TIN	45	4396
Brand#55	MEDIUM PLATED STEEL	3	4396
Brand#55	SMALL BRUSHED COPPER	45	4396
Brand#55	STANDARD POLISHED NICKEL	36	4396
Brand#11	PROMO PLATED TIN	19	4395
Brand#12	SMALL POLISHED BRASS	3	4395
Brand#12	SMALL POLISHED BRASS	45	4395
Brand#12	STANDARD ANODIZED COPPER	49	4395
Brand#13	LARGE BURNISHED COPPER	9	4395
Brand#13	PROMO PLATED BRASS	49	4395
Brand#14	ECONOMY ANODIZED BRASS	19	4395
Brand#21	SMALL BRUSHED COPPER	9	4395
Brand#22	ECONOMY POLISHED STEEL	3	4395
Brand#22	MEDIUM BRUSHED NICKEL	3	4395
Brand#22	PROMO PLATED NICKEL	23	4395
Brand#22	SMALL BRUSHED BRASS	3	4395
Brand#23	ECONOMY BURNISHED COPPER	9	4395
Brand#23	STANDARD POLISHED COPPER	23	4395
Brand#24	PROMO BURNISHED TIN	23	4395
Brand#24	SMALL ANODIZED COPPER	14	4395
Brand#24	STANDARD PLATED BRASS	49	4395
Brand#25	LARGE BRUSHED TIN	9	4395
Brand#25	STANDARD BRUSHED STEEL	45	4395
Brand#31	ECONOMY ANODIZED COPPER	9	4395
Brand#31	ECONOMY BURNISHED TIN	36	4395
Brand#31	ECONOMY POLISHED NICKEL	3	4395
Brand#31	LARGE BRUSHED COPPER	23	4395
Brand#31	PROMO BRUSHED NICKEL	23	4395
Brand#32	ECONOMY PLATED BRASS	45	4395
Brand#32	SMALL BRUSHED BRASS	45	4395
Brand#32	SMALL BRUSHED COPPER	23	4395
Brand#33	ECONOMY ANODIZED NICKEL	14	4395
Brand#33	ECONOMY POLISHED TIN	45	4395
Brand#33	MEDIUM PLATED NICKEL	23	4395
Brand#33	PROMO BURNISHED STEEL	45	4395
Brand#34	STANDARD PLATED STEEL	49	4395
Brand#35	SMALL ANODIZED BRASS	49	4395
Brand#42	ECONOMY POLISHED NICKEL	49	4395
Brand#43	MEDIUM ANODIZED TIN	14	4395
Brand#43	MEDIUM BRUSHED STEEL	45	4395
Brand#43	MEDIUM BURNISHED TIN	49	4395
Brand#43	SMALL BRUSHED STEEL	45	4395
Brand#44	LARGE BRUSHED COPPER	45	4395
Brand#44	STANDARD PLATED BRASS	45	4395
Brand#51	MEDIUM ANODIZED BRASS	14	4395
Brand#51	SMALL ANODIZED TIN	19	4395
Brand#51	SMALL POLISHED NICKEL	14	4395
Brand#51	STANDARD BRUSHED BRASS	45	4395
Brand#52	ECONOMY PLATED TIN	9	4395
Brand#52	ECONOMY POLISHED STEEL	45	4395
Brand#52	STANDARD PLATED BRASS	23	4395
Brand#53	LARGE BRUSHED NICKEL	36	4395
Brand#53	PROMO PLATED NICKEL	19	4395
Brand#53	SMALL BURNISHED NICKEL	36	4395
Brand#54	LARGE BRUSHED COPPER	3	4395
Brand#54	LARGE BRUSHED TIN	19	4395
Brand#54	MEDIUM BRUSHED TIN	19	4395
Brand#54	MEDIUM BRUSHED TIN	45	4395
Brand#55	MEDIUM PLATED COPPER	19	4395
Brand#11	LARGE ANODIZED BRASS	45	4394
Brand#11	PROMO BRUSHED STEEL	9	4394
Brand#11	STANDARD BURNISHED NICKEL	45	4394
Brand#12	ECONOMY ANODIZED COPPER	49	4394
Brand#12	ECONOMY BRUSHED TIN	14	4394
Brand#12	MEDIUM PLATED NICKEL	14	4394
Brand#13	MEDIUM PLATED STEEL	9	4394
Brand#14	PROMO BRUSHED COPPER	36	4394
Brand#15	STANDARD ANODIZED STEEL	19	4394
Brand#21	MEDIUM ANODIZED BRASS	3	4394
Brand#21	MEDIUM BRUSHED NICKEL	19	4394
Brand#21	PROMO POLISHED STEEL	19	4394
Brand#21	SMALL PLATED TIN	49	4394
Brand#21	STANDARD POLISHED COPPER	14	4394
Brand#22	LARGE POLISHED NICKEL	14	4394
Brand#22	PROMO POLISHED BRASS	45	4394
Brand#23	STANDARD POLISHED TIN	23	4394
Brand#24	ECONOMY BRUSHED BRASS	3	4394
Brand#24	LARGE BRUSHED NICKEL	36	4394
Brand#24	MEDIUM ANODIZED TIN	36	4394
Brand#24	MEDIUM BURNISHED COPPER	14	4394
Brand#25	PROMO BURNISHED TIN	23	4394
Brand#31	LARGE BURNISHED STEEL	9	4394
Brand#31	MEDIUM ANODIZED STEEL	3	4394
Brand#31	STANDARD POLISHED COPPER	45	4394
Brand#32	ECONOMY BRUSHED NICKEL	3	4394
Brand#32	ECONOMY PLATED STEEL	14	4394
Brand#32	LARGE ANODIZED BRASS	19	4394
Brand#32	LARGE ANODIZED NICKEL	3	4394
Brand#32	MEDIUM ANODIZED NICKEL	45	4394
Brand#32	PROMO BURNISHED BRASS	45	4394
Brand#32	PROMO PLATED TIN	45	4394
Brand#32	STANDARD BURNISHED NICKEL	23	4394
Brand#33	PROMO BRUSHED COPPER	23	4394
Brand#33	PROMO POLISHED BRASS	3	4394
Brand#33	SMALL POLISHED NICKEL	3	4394
Brand#34	LARGE POLISHED TIN	19	4394
Brand#34	PROMO PLATED BRASS	49	4394
Brand#34	PROMO POLISHED TIN	19	4394
Brand#34	SMALL PLATED TIN	36	4394
Brand#35	LARGE BURNISHED COPPER	3	4394
Brand#35	MEDIUM BURNISHED STEEL	45	4394
Brand#41	ECONOMY ANODIZED BRASS	49	4394
Brand#41	ECONOMY ANODIZED NICKEL	23	4394
Brand#41	ECONOMY PLATED TIN	49	4394
Brand#41	ECONOMY POLISHED COPPER	36	4394
Brand#41	ECONOMY POLISHED NICKEL	9	4394
Brand#41	MEDIUM BRUSHED COPPER	9	4394
Brand#41	MEDIUM BURNISHED NICKEL	23	4394
Brand#42	ECONOMY PLATED NICKEL	45	4394
Brand#42	LARGE PLATED TIN	14	4394
Brand#42	MEDIUM PLATED TIN	3	4394
Brand#44	LARGE POLISHED BRASS	49	4394
Brand#44	MEDIUM ANODIZED STEEL	23	4394
Brand#44	MEDIUM PLATED TIN	19	4394
Brand#44	SMALL PLATED TIN	45	4394
Brand#51	ECONOMY BURNISHED BRASS	45	4394
Brand#51	LARGE BRUSHED STEEL	23	4394
Brand#51	LARGE PLATED TIN	36	4394
Brand#52	SMALL ANODIZED BRASS	14	4394
Brand#53	ECONOMY PLATED NICKEL	14	4394
Brand#53	LARGE PLATED TIN	23	4394
Brand#53	SMALL BRUSHED TIN	14	4394
Brand#54	LARGE ANODIZED STEEL	3	4394
Brand#54	MEDIUM PLATED STEEL	49	4394
Brand#55	ECONOMY PLATED STEEL	49	4394
Brand#55	LARGE POLISHED NICKEL	14	4394
Brand#55	PROMO ANODIZED COPPER	45	4394
Brand#55	PROMO PLATED NICKEL	49	4394
Brand#55	SMALL BRUSHED COPPER	14	4394
Brand#55	STANDARD BURNISHED COPPER	23	4394
Brand#12	MEDIUM BURNISHED TIN	45	4393
Brand#12	SMALL BRUSHED COPPER	9	4393
Brand#12	SMALL BRUSHED TIN	14	4393
Brand#12	SMALL BURNISHED NICKEL	3	4393
Brand#13	ECONOMY POLISHED COPPER	19	4393
Brand#13	SMALL ANODIZED TIN	3	4393
Brand#14	LARGE POLISHED STEEL	49	4393
Brand#14	MEDIUM BRUSHED COPPER	14	4393
Brand#15	ECONOMY ANODIZED COPPER	49	4393
Brand#15	LARGE PLATED STEEL	14	4393
Brand#15	PROMO ANODIZED STEEL	14	4393
Brand#21	PROMO ANODIZED COPPER	9	4393
Brand#21	PROMO PLATED TIN	9	4393
Brand#22	PROMO BRUSHED TIN	3	4393
Brand#22	PROMO BURNISHED BRASS	36	4393
Brand#22	PROMO PLATED COPPER	3	4393
Brand#22	SMALL POLISHED NICKEL	19	4393
Brand#22	STANDARD POLISHED COPPER	14	4393
Brand#23	LARGE BURNISHED TIN	36	4393
Brand#23	MEDIUM PLATED NICKEL	19	4393
Brand#24	MEDIUM ANODIZED BRASS	45	4393
Brand#24	PROMO ANODIZED STEEL	49	4393
Brand#24	SMALL ANODIZED BRASS	9	4393
Brand#31	LARGE PLATED TIN	19	4393
Brand#32	LARGE PLATED BRASS	23	4393
Brand#33	ECONOMY BRUSHED STEEL	9	4393
Brand#33	LARGE BRUSHED TIN	3	4393
Brand#33	SMALL ANODIZED COPPER	14	4393
Brand#34	PROMO BRUSHED COPPER	23	4393
Brand#34	PROMO BURNISHED BRASS	23	4393
