ps_partkey	value
86916953	9658350.9
96894598	9658345.21
45930448	9658344.23
13386963	9658344.16
65234167	9658342
99720858	9658338.14
70288253	9658326.49
49204339	9658318.4
32625997	9658316.2
48763100	9658313.69
34325880	9658310.94
88056666	9658274.08
88892613	9658259.38
63587817	9658258.23
92024006	9658248.32
50104628	9658240.2
55959048	9658231.97
9657786	9658186.4
79765413	9658185.92
56173550	9658183.45
3076638	9658169.04
88455941	9658145.38
94295446	9658144.52
65783298	9658121.07
72528503	9658114.65
71306463	9658092.95
56599781	9658079.92
8867545	9658077.4
78256416	9658074.8
91024822	9658066.91
76284370	9658036.68
70722357	9658034.73
23958700	9658032.57
8213666	9658028.29
80498934	9657992.96
91032366	9657989.76
59149642	9657978.85
82234675	9657955.22
71511694	9657933.24
99607327	9657931.04
18492728	9657916.14
87824354	9657894.84
58329635	9657871.78
44350431	9657863.28
41652517	9657856.6
86042143	9657850.22
16905984	9657831.48
55043054	9657825.6
19578328	9657786.4
63075446	9657778.4
36527549	9657762.57
26980974	9657747.36
37451560	9657742.2
4589560	9657736
36352893	9657703.88
23392191	9657697.28
58554625	9657676.56
12591595	9657661.5
39170053	9657633.95
69923504	9657615.61
92270720	9657613.34
333316	9657582
85500188	9657577.3
64315177	9657562.81
52427804	9657534.15
75164845	9657522.66
86033311	9657518.13
6225297	9657494.16
43363703	9657481.95
96266045	9657479
179621	9657478.84
91662676	9657474.05
84635124	9657472.74
68146835	9657465.96
41403172	9657442.8
69770110	9657429.67
18516171	9657403.2
37637546	9657391.26
90215717	9657377.04
78699207	9657372.94
37126070	9657368.16
45592367	9657362.04
58507750	9657354.78
29928787	9657348.77
53908453	9657329.76
4425190	9657320.55
1161000	9657313.98
52886602	9657312
41735940	9657310.75
19337883	9657309
63799570	9657283.68
46666451	9657280.08
56035415	9657278.01
61908161	9657270.35
9038668	9657235.76
41218938	9657230.13
65715406	9657225.54
42117679	9657220.89
58448544	9657219.36
17621165	9657217.35
47029190	9657182.88
70799599	9657144.42
21835136	9657139.42
2953921	9657135.28
40327675	9657125.22
86541763	9657121.31
15153196	9657107.13
93069579	9657085.68
668166	9657081.71
18260308	9657079.74
71925640	9657057.04
95445004	9657054
14637502	9657035.19
96355682	9657020.44
47289379	9657013.26
26773967	9657011.16
18689823	9656997.73
1269297	9656994.49
92670103	9656992.8
29982721	9656963.68
35674951	9656946.74
6167659	9656944.54
73280568	9656935.41
21796635	9656931.36
30661648	9656929.06
61212151	9656921.32
20356493	9656901.99
76777597	9656897.7
16097887	9656892.68
44027462	9656884.73
50045840	9656879.94
51203986	9656862.66
36412881	9656850.16
59123841	9656813.52
83118308	9656796.36
32677989	9656781.3
62594803	9656772.48
95130469	9656732.8
23959448	9656725.68
28681967	9656723
46675291	9656718.65
37657826	9656714.38
72195151	9656713.53
24861280	9656702.05
94735978	9656693.32
90039718	9656686.73
8306415	9656685.36
29043637	9656674.7
86560837	9656673.26
17050835	9656666.68
16928503	9656646.84
43359739	9656619.12
75587534	9656618.4
47437532	9656610.32
87328320	9656595
73575376	9656592.4
69663029	9656582.62
40980460	9656574.4
65982728	9656561.52
71256532	9656549.1
62443549	9656538.23
42554657	9656528.76
79547695	9656515.41
64863127	9656496.94
97236122	9656488.66
88776281	9656486.3
44722422	9656482.65
44259013	9656479.25
83551119	9656459.66
73631920	9656457.02
41496722	9656456.54
28970320	9656448.43
54814441	9656444.66
1955648	9656422.72
66249149	9656419.79
82694026	9656417.08
19209065	9656408.96
20646037	9656401.72
10734704	9656400.56
28772197	9656387.35
75930721	9656383.2
67059246	9656361.68
7779670	9656356.49
36348249	9656356.14
22121912	9656350.71
55819802	9656343.9
68675115	9656342.42
42039934	9656337.24
79816353	9656309.28
55225543	9656303.76
32985412	9656303.69
93996721	9656302.16
32401624	9656300.96
41557549	9656253.92
39873811	9656251.2
39297749	9656250.31
76329152	9656246.6
47220696	9656241.08
87497834	9656237.08
37648810	9656235.9
76783542	9656224.65
47188846	9656216.74
93640955	9656206.9
50254431	9656205
54797665	9656202.66
35445287	9656187.66
58026331	9656187.52
90312737	9656183.04
50767911	9656179.02
41787679	9656173.7
34642797	9656169.71
82330968	9656144.4
35943766	9656130.58
85294340	9656105.66
73537082	9656101.18
32492836	9656081.82
88562415	9656066.92
33132304	9656064.62
7054058	9656058.88
16765128	9656057.64
28902515	9656050.66
10441314	9656043.24
86959944	9656032.59
94357733	9656025.28
14996637	9656022.49
24940305	9656018.4
98980251	9656015.65
54109807	9656010.2
19726697	9656000.91
24465805	9655989.97
27929240	9655983.04
2367850	9655977.24
31716257	9655958.32
44757933	9655920.6
97293948	9655911.3
86479233	9655909.12
78669519	9655899.75
48120704	9655896.8
78509795	9655888.09
48902935	9655884.2
17397624	9655851.54
64760701	9655836.38
78413058	9655836.1
80929945	9655835.98
30865297	9655832.7
73602106	9655832.7
3813179	9655826.73
75614244	9655826.5
18589292	9655818.24
1263482	9655806.66
31193717	9655800
78259952	9655799.91
65449739	9655763.27
59674056	9655762.62
22595713	9655762.59
53740969	9655762.14
53259725	9655737.14
97067679	9655715.02
98346580	9655705.44
65860949	9655685.33
47190077	9655653.47
74902434	9655650
5695078	9655639.95
54008436	9655626.53
79465633	9655593.38
57093663	9655585.96
70638312	9655554.81
50586137	9655549.98
86878837	9655522.92
92948765	9655517.6
50301856	9655499.52
26170743	9655494.21
14554443	9655493.05
61301799	9655436.7
97642494	9655433.6
65324042	9655433.4
38313915	9655431.6
40013744	9655430.7
27813445	9655430.4
52644246	9655425.45
27930516	9655420.68
295312	9655417.7
91436642	9655416.02
38205771	9655415.98
47566619	9655397.79
6422821	9655397.28
44650145	9655394.65
32811936	9655381.56
28401124	9655376.4
16322208	9655318.9
48144375	9655317.18
23270381	9655289.28
69793056	9655282.26
21152550	9655270.17
48070652	9655242.66
57900791	9655232.99
32592459	9655223.66
29018625	9655219.42
89834239	9655215.24
64245489	9655205.82
80381602	9655198.52
63243293	9655195.15
26164127	9655170.98
98841136	9655156.77
6977235	9655155.9
50589454	9655155.51
59162349	9655149.85
61789542	9655137.62
62596055	9655135.83
75932863	9655131.2
30999805	9655129.62
6795105	9655121.08
25654484	9655112.12
2646954	9655108.2
14054633	9655106.79
33278480	9655106.18
978930	9655102.08
28951141	9655090.8
72649997	9655078.96
10185015	9655069.76
32023292	9655040.08
76651711	9655020.54
32816586	9655004.95
70979401	9655000.89
31346313	9654994.8
66431795	9654974.7
48773748	9654958.11
16971208	9654955.52
81104255	9654948.4
88888823	9654896.49
99031046	9654890.4
2891259	9654883.2
11541337	9654880.2
92489346	9654862.92
76472537	9654858.9
63341645	9654849.16
92157071	9654836.52
61879991	9654836.36
48024517	9654834.8
18440294	9654810.94
92772738	9654802.85
79269514	9654798.32
92591319	9654776.34
78864430	9654774.7
55428342	9654772.56
78790590	9654761.88
38472126	9654746.64
63623337	9654730.47
10850189	9654724.53
55111765	9654719.24
96790099	9654707.71
13326943	9654704.01
28368266	9654679.98
60373446	9654654.5
30870634	9654652.8
5240793	9654652
85847458	9654643.19
12504177	9654637.57
75329068	9654633.16
99524573	9654627.68
30176507	9654626.24
3291840	9654624.16
92969499	9654611.16
49379460	9654585.84
21323040	9654578.7
30997690	9654576.4
4968894	9654562.11
34419413	9654535.25
64337638	9654533.56
68703473	9654500.98
13977385	9654500.38
30337376	9654468.96
92424724	9654459.16
37617138	9654458.95
94715606	9654443.04
46068131	9654438.23
50381689	9654421.92
41947425	9654413.76
65459982	9654396.8
96479881	9654392.86
73840455	9654379.98
40571028	9654358.2
26445633	9654355.62
25093476	9654341.06
30984215	9654339.61
93138584	9654332.28
75951096	9654318
87786291	9654313.01
7337217	9654241.49
44440317	9654223.04
29443034	9654219.28
50828399	9654162.35
93615256	9654153
64282599	9654138.22
8668550	9654136.82
70919363	9654132.37
81235772	9654122.17
75891393	9654119.41
13612456	9654119
94900014	9654107.4
67283506	9654106.8
50970848	9654068.8
82594702	9654037.44
57577509	9654024.41
80753404	9654021
32920706	9654019.33
41661857	9654016.9
27560651	9654011.88
99646702	9653994.4
97243167	9653982.81
19637338	9653949.97
69729378	9653939.55
92804727	9653938.52
23042966	9653916.41
14440898	9653893.2
55734003	9653886.84
45105411	9653881.02
53637169	9653876.81
98274779	9653870.71
4724226	9653868.51
76377486	9653861.76
51513306	9653852.88
74177645	9653840.65
44177410	9653808.96
47371993	9653800.2
58250076	9653781.72
82044113	9653755.69
66777286	9653754
53035263	9653750.28
50246942	9653744.88
71481990	9653736.84
97785058	9653721.04
30399126	9653699.3
67455395	9653686.98
81633331	9653683.26
26583224	9653667.04
57721346	9653646.48
44023478	9653631.22
55753142	9653613.76
86680099	9653609.9
10629720	9653603.12
70653350	9653601.2
60029531	9653590.1
816412	9653585.62
31242251	9653557.7
81701603	9653494.1
90566446	9653452.53
99680385	9653411.49
94735909	9653410.13
90786567	9653386.95
10263066	9653385.66
57768627	9653375.98
92684487	9653365.75
53143231	9653359.86
33576872	9653333.86
1531359	9653332.13
82548630	9653302.12
64762065	9653292
12965245	9653276.24
82092894	9653273.87
27892819	9653258.7
59000901	9653258.04
31673163	9653247.96
36937167	9653221.08
61451839	9653203.17
61170559	9653198.25
53458196	9653178
7224727	9653174.01
55673804	9653162.33
10345181	9653157.09
90075115	9653122.15
71722730	9653114.25
93952051	9653114.19
49991945	9653097.38
81612051	9653068.22
22400715	9653056.72
71285013	9653055.2
96210813	9653054.4
32778597	9653039.72
19375739	9653020.65
40955044	9653014.56
3438338	9653010.45
81583964	9652995.45
23965514	9652962.12
38227899	9652961.28
89696943	9652956.24
66433720	9652937.28
14652054	9652932
60460125	9652905.13
12040556	9652898.9
16256480	9652867.34
63502202	9652865.16
81522385	9652860.21
80822278	9652853.7
5106937	9652837.44
5892619	9652837.2
47401346	9652824.28
64613033	9652805.66
44836440	9652804
45682361	9652782.16
86178017	9652768.74
74462900	9652763.22
75829076	9652748.25
65228281	9652737.6
92300528	9652710.73
54056806	9652692.46
26316053	9652686.07
42734832	9652643.88
65780644	9652638.42
22294897	9652619.29
51743844	9652615
72353005	9652608
37633880	9652576.64
5208384	9652562.56
8429233	9652550.95
89121855	9652538.46
20529832	9652535.1
66766741	9652529.7
32710017	9652506.21
66728940	9652498.18
95717080	9652493.4
83488851	9652480.96
75293421	9652479.54
56218093	9652474.53
15712897	9652438.56
407850	9652435.5
30472567	9652427.33
80796133	9652425.48
80944239	9652401.1
4205538	9652400.6
61462576	9652373.16
46707252	9652357.2
69332074	9652355.46
84548557	9652353.66
84501811	9652346.88
73270584	9652344.24
1174352	9652334.29
56023643	9652332.1
91507277	9652329.29
12959091	9652321.91
51864545	9652308.97
27875904	9652305.1
65728852	9652298.3
57374827	9652292.58
45486871	9652260.86
4578978	9652260.25
57925666	9652249.76
67617104	9652248.95
63439055	9652242.44
51580020	9652236.88
13594125	9652211.85
8534069	9652157.9
86472322	9652136.76
2377461	9652116.48
7186879	9652104.56
11414963	9652077.12
72509756	9652074.4
41189222	9652071
31672004	9652063.52
58249509	9652022.5
49026052	9652014.68
19982701	9652006.52
50530115	9651997.22
84208034	9651991.71
80889824	9651981.76
80265566	9651980.52
63153129	9651971.34
67160698	9651952.25
33044001	9651947.92
47796033	9651935.25
88522836	9651880.65
10037616	9651859.2
60115094	9651849.57
65501567	9651848.8
39783312	9651844.2
73135680	9651843.24
38007647	9651841.1
65132571	9651838.5
54202711	9651828.29
38974421	9651818.16
7723690	9651794.52
91732868	9651792
34629811	9651783.31
69883178	9651771.72
98108209	9651767.47
69031607	9651743.66
4690924	9651743.49
75095577	9651730.49
56255188	9651724.53
24836660	9651717.03
32459067	9651703.43
8408588	9651675.6
52149228	9651664.54
98653060	9651664.17
57101818	9651660.17
78782422	9651658.2
93847558	9651639.96
50529218	9651636.54
39549545	9651632.65
54999089	9651621.58
44648604	9651610.5
31998910	9651608.96
53672623	9651600.19
7811860	9651598.05
30949854	9651583.76
46629745	9651570.67
94224322	9651559.54
67609278	9651551.1
29183496	9651540.36
19370207	9651522.62
10472804	9651515.67
12042107	9651510
61925488	9651494.8
32727528	9651487.35
88868930	9651474
13035022	9651467.76
92893056	9651464.58
17421768	9651421.08
59662597	9651387.72
52611459	9651384.1
77868235	9651375.75
29155210	9651345.54
42420996	9651340.11
19935046	9651332.95
34763742	9651320.28
74981271	9651320.2
26253254	9651313.73
10906275	9651307.38
43494041	9651294.81
3907390	9651286.18
2726553	9651279
39181387	9651225.96
77827434	9651221.27
69268981	9651220.5
99160686	9651217.53
17097819	9651205.28
74525808	9651178.81
39819637	9651169.7
8817395	9651169.38
94110534	9651166.71
44011243	9651166.65
31926702	9651121.67
95435017	9651117.72
38548630	9651101.36
15976517	9651100.05
43139290	9651083.2
50652466	9651074.34
1138465	9651044.34
53134056	9651044.2
8709903	9651029.05
72238521	9651019.05
78914199	9651017.6
8475585	9650991.35
67451264	9650944.41
44488890	9650932.42
81485297	9650929.36
66110560	9650917.92
47543317	9650914.97
64672576	9650912.85
73642380	9650898.72
35964795	9650888.18
77499851	9650872.56
66021428	9650864.58
43902181	9650849.47
94903625	9650843.92
82757497	9650816.64
54074718	9650791.8
24018333	9650786.66
59409609	9650771.88
90008252	9650764.96
14855089	9650752.96
42928574	9650750.47
5929148	9650717.17
18728373	9650706.64
41451361	9650705.91
89773614	9650689.59
38327825	9650686.26
24055447	9650685.44
76399162	9650674.36
4978891	9650673.76
41276473	9650660.67
58212979	9650648
15634435	9650642.04
96975765	9650602.82
5208785	9650588.97
12625533	9650572.53
21890546	9650558.72
64644274	9650543.04
44107522	9650541.25
26813175	9650539.8
71543145	9650530.72
28517632	9650503.94
93958232	9650493.02
42267088	9650487.13
24435917	9650483.64
39190092	9650475.9
37088227	9650473.44
11918295	9650473.2
92431796	9650443.44
70018288	9650442.69
78559749	9650437.78
75118661	9650437.36
28594009	9650421.56
7565209	9650420.34
83590369	9650419.52
87494299	9650396.7
40728736	9650395.18
23177453	9650389.27
75094453	9650379.83
53348501	9650377
99095409	9650362.05
62403095	9650360.78
92154425	9650359.16
66285285	9650352.76
82258883	9650320.68
80689045	9650294.29
31996951	9650274.54
72474549	9650265.04
3645605	9650261.52
30983548	9650225.78
53072108	9650224.08
51221722	9650186.4
73304706	9650184.78
87007251	9650154.14
48559713	9650153.04
94124861	9650137.05
27683342	9650136.56
33781705	9650130.08
27058414	9650105.1
12804944	9650103.57
68313957	9650087.79
41892807	9650077.8
60690603	9650077.2
80242895	9650077.2
49271686	9650067.13
17910933	9650050.92
61996278	9650044.48
91730755	9650042.24
24166217	9650038.5
90405968	9650030.93
74326290	9650029.59
56346543	9650015.2
26997837	9649999.04
39429112	9649997
29071374	9649973.88
25420255	9649948.97
15778960	9649940.17
19414061	9649939.3
99032593	9649936.16
97419360	9649927.44
41994539	9649923.36
82231124	9649905.1
35510426	9649902.65
72465012	9649884.16
63774083	9649883.98
91366952	9649881.12
31897991	9649880.63
85773860	9649864.97
24838758	9649858.32
71585011	9649855
28042187	9649852.43
50290739	9649851.4
4111738	9649844.24
32607458	9649838.22
197790	9649815
46445616	9649803.3
35888768	9649794.5
48482042	9649785.06
99482026	9649777.88
34756307	9649751.38
1601438	9649737
32504984	9649722.24
76021869	9649708.65
91073584	9649698.9
93074792	9649674.6
48728345	9649673.46
24732728	9649664.66
89381429	9649627.2
48868532	9649589.18
47705293	9649574.18
46502240	9649563.6
18813819	9649562.8
89233729	9649562.04
88538750	9649560
80028998	9649554.75
31471830	9649546.47
16528643	9649543.28
21588034	9649536.02
56431814	9649524.24
15632315	9649514.16
70995538	9649514.07
2770926	9649506.75
68953657	9649502.42
7312614	9649497.6
33498422	9649469.72
49596609	9649461.58
929683	9649449.5
57085989	9649448.12
4598389	9649425.61
36140212	9649424.17
2063956	9649416.78
35148220	9649411.2
70310825	9649398.9
40610145	9649388.54
80722793	9649384.2
20934975	9649341
15789055	9649339.53
87625474	9649336.12
94230827	9649332
58521707	9649328.37
69357329	9649316.06
43391696	9649308.48
40868682	9649302
77960638	9649281.07
99693875	9649279.4
20177235	9649264.2
3684903	9649256.5
63642826	9649242.04
67540957	9649219.2
14987277	9649198.72
98255958	9649184.25
64866512	9649184
34264435	9649142.82
51279579	9649130.24
93683327	9649110.48
41999517	9649108.98
59985760	9649093.86
75285106	9649084.8
69993710	9649057.32
95940805	9649035.05
31132402	9649034.25
2917279	9649019.2
498426	9649011.64
60966251	9649006.02
97175687	9649004.21
43714524	9649000.48
99541119	9648999.09
57034231	9648982.44
99306588	9648976.48
92121239	9648969
91073581	9648949.79
96363273	9648921.3
31357015	9648911.16
13252052	9648907.23
40956099	9648892.5
24606382	9648863
60319001	9648856.17
20114999	9648841.3
79605283	9648836.89
93513325	9648835
56434941	9648814.08
49973898	9648809.28
61250083	9648779.23
53895914	9648768.05
53242196	9648763.8
23747895	9648739.84
50831752	9648707.25
34145918	9648697.43
46700419	9648686.16
30913145	9648685.44
56601065	9648663.04
40158423	9648654.72
17619211	9648652.2
24419592	9648650.15
32845610	9648645.92
17708480	9648641.75
15077284	9648636.3
47407056	9648615.35
31586046	9648608.94
11790769	9648605.04
51330484	9648599.88
86172919	9648592.44
55246216	9648548.4
19191237	9648545.4
63590134	9648531.74
31993881	9648501.84
62887253	9648499.44
11792442	9648473.36
16609184	9648463.25
61848842	9648451.2
75016982	9648445.72
84430113	9648421.74
80516107	9648393.76
84738776	9648392.88
23304375	9648390.26
68842451	9648388.6
52604518	9648386.66
51686623	9648386.01
86142261	9648379.24
78204397	9648375.03
32825539	9648373.95
93288916	9648369.64
35098517	9648363.6
66852218	9648341.99
88887561	9648339.18
56040959	9648333
52083279	9648326.48
96896321	9648325.89
78513219	9648316.22
93448147	9648303.66
79066449	9648291.38
32329066	9648279.48
7799003	9648272.7
25048639	9648256.17
4973070	9648251.75
62939577	9648229.88
91881155	9648227.1
69481197	9648214.8
94965260	9648211.53
68327848	9648206.62
4727009	9648202.41
80850008	9648191.79
68847065	9648161.53
38708695	9648142.2
54652814	9648136.74
63740143	9648104.96
50564480	9648103.04
15493659	9648092.65
4159509	9648086.72
52511447	9648077.22
53543324	9648071.01
62082429	9648066.4
91696799	9648063.08
35776636	9648044.65
40722650	9648028.29
19103610	9647994.57
63006776	9647984.88
55561923	9647979.6
21497344	9647973.45
66646328	9647965.08
857211	9647961.36
28872043	9647953.5
49091734	9647947.1
75002415	9647944.8
33158230	9647933.46
36052179	9647924.16
51711945	9647923.58
51133761	9647920.97
35424646	9647914.98
31397893	9647872.4
95831429	9647871.23
73391030	9647867.74
21433153	9647865.44
22412544	9647863.61
31851597	9647853.79
51566369	9647844.35
35537762	9647794.86
51080645	9647794.24
37595304	9647793.03
9877510	9647791.84
82914276	9647787.2
36511260	9647786.91
66082157	9647780.73
4372693	9647754.3
92512039	9647753.49
38194599	9647700.34
98189341	9647691.22
47221276	9647688.5
17376870	9647684.28
15272372	9647675.68
11430757	9647664.73
69233359	9647648.34
20849740	9647646.18
37189288	9647635.72
39115878	9647633.82
23708471	9647613.33
69128678	9647595.32
70244423	9647574.95
23247902	9647571.21
53677969	9647570.24
94737682	9647539.52
40436155	9647534.59
56676209	9647527.94
2124550	9647518.6
2837755	9647502.12
63505930	9647493.88
43326974	9647487.51
48330524	9647482.35
4171692	9647474.6
55820595	9647472.82
98971603	9647422.1
22376751	9647403.36
27727452	9647397.32
28817727	9647364
57652194	9647346.32
75752242	9647342.87
5819560	9647342.13
56522748	9647342.13
77204208	9647339.06
3850644	9647323.14
64021668	9647302.64
85615636	9647297.25
16969401	9647288.64
80361395	9647271.71
46783666	9647252.12
49531544	9647249.31
48494926	9647229.2
69019807	9647213.41
60153868	9647212.39
22977385	9647199.25
33035926	9647171.85
46957179	9647125.09
51203540	9647119.68
87710500	9647115.06
65154998	9647106.07
75600460	9647105.9
42660806	9647070.45
30878897	9647070.09
13751453	9647062.17
73460149	9647046.24
70588961	9647038.8
54194700	9647031.48
62956688	9647029.74
62745848	9647029.44
95144388	9647022.75
18989687	9647017.12
22385904	9647001.76
63109714	9646961.09
70796360	9646936.68
10048839	9646927.92
22993996	9646896.42
70851192	9646891.14
55720490	9646880.7
20083996	9646873.28
71552561	9646860.15
25866468	9646857
48595420	9646854.09
46636721	9646836.12
3429045	9646830.68
52667744	9646829.59
64417788	9646817.82
68653556	9646801.12
88494966	9646797.42
17512599	9646793.4
76404158	9646792.7
2238881	9646753.6
93995964	9646750.12
25293070	9646750.04
90084468	9646743.11
28268115	9646739.76
1661401	9646732.8
31393327	9646723.08
85255310	9646720.63
18174962	9646677.25
29656265	9646657.24
36412707	9646652.15
39364461	9646640.83
85669977	9646626.96
65713982	9646619.76
92889569	9646619.76
26212470	9646608.4
89275057	9646577.24
73928852	9646572.89
13113102	9646546.5
81662056	9646534.8
11578525	9646521.14
60450077	9646520.1
49187003	9646518.83
29258417	9646513.97
40083585	9646510.28
36414135	9646509.92
40174389	9646478.85
33644400	9646447.32
79527581	9646440.52
19877742	9646440.35
56499685	9646439.96
88312568	9646422.83
51985704	9646421.23
26445124	9646408.94
18308072	9646364.5
15533168	9646340.3
64252303	9646331.37
68899701	9646331.25
22247505	9646323.12
27791840	9646311.48
13992756	9646303.47
9230121	9646279.55
77590925	9646271.52
41093492	9646266.32
27502439	9646242.9
76382332	9646239.7
70737258	9646214.48
99010960	9646208.54
15007362	9646186.68
98783203	9646175.19
31104925	9646165.07
21172900	9646155.6
71590316	9646151.97
89360363	9646129.48
26854194	9646089.75
74498082	9646074
68486090	9646069.92
4992995	9646060.62
60395233	9646059.29
53769019	9646050.53
6328645	9646033.43
95443432	9645994.61
15045430	9645985.44
68425411	9645983.25
86122288	9645982.74
40261251	9645981.14
18154990	9645969.12
59111758	9645963
69149077	9645956.16
27564371	9645953.85
84183277	9645948.18
51350906	9645944.4
7075202	9645908
99287704	9645890.64
21155054	9645871.89
53295333	9645865.46
58826410	9645849.48
6143164	9645781.68
38298369	9645774.03
38825462	9645768.72
87956186	9645758.14
25035889	9645738.2
65135900	9645735.04
37592326	9645728.77
72055200	9645725.22
42234246	9645716.8
35997824	9645713.56
2086542	9645707.52
11468931	9645704.61
32137352	9645704.3
95283576	9645698.16
3346825	9645692.25
23206337	9645671.36
61133619	9645658.1
10013275	9645649.92
89884069	9645634.65
7290958	9645629.05
48792057	9645628.98
15530847	9645625.96
34332579	9645607.45
99264998	9645605.94
98838661	9645595.64
30176362	9645590.24
8363196	9645585.82
68965849	9645582.12
15771560	9645570.31
64545589	9645561.6
52456300	9645527.23
20315669	9645519.66
44119907	9645514
81357015	9645479.69
76174764	9645442.85
32851398	9645441.84
48822525	9645436.98
73427442	9645420.09
80119217	9645415.28
44395609	9645411.95
48060016	9645386.88
87809816	9645381.5
65881641	9645372
93345479	9645328.65
34546551	9645297.58
49021781	9645296.64
11935314	9645273.24
84797240	9645249.2
14707504	9645233.7
10238351	9645224.4
84975209	9645212.43
26012190	9645127.98
60142887	9645121.46
50349770	9645114.24
30988839	9645111.81
90961294	9645098.69
52618969	9645090.91
35607999	9645081.72
69821664	9645073.48
15617314	9645051.84
80678468	9645045.3
2029593	9645043.36
74582844	9645040.44
11762945	9645033.18
90098293	9645024.7
279077	9645021.88
89831953	9645019.04
93840926	9645018.46
24745207	9645000.3
64168313	9644989.27
21751343	9644988.02
19996718	9644982.11
78263279	9644978.84
53390185	9644957.54
17771081	9644957.46
10492000	9644906.89
57536961	9644898.57
63866150	9644889.86
55509993	9644888.59
14434515	9644879.14
90800387	9644871.6
56815872	9644845.6
95341085	9644836.52
56295961	9644834.9
29202763	9644804.28
38207066	9644802.8
93731897	9644770.98
38559591	9644765.9
59436913	9644759.02
98247257	9644748.48
63019897	9644737.64
11339597	9644737.47
62180906	9644715.72
15285258	9644706.1
35557200	9644691.96
91044375	9644679.17
10022654	9644665.75
63978804	9644663.33
65182946	9644663.11
52067462	9644637.72
56992237	9644634.36
87543523	9644610.88
19736369	9644608.35
1104938	9644606.82
82353695	9644601.68
25547575	9644586.48
35113278	9644584.38
68771712	9644573.4
78779227	9644572.6
68099184	9644570.6
70907069	9644544.62
51354837	9644541
32357946	9644538.44
51598049	9644499.92
15571405	9644492.15
79937797	9644488.04
69795125	9644484.29
63651069	9644445.9
1818188	9644437.75
49474225	9644418.33
36687237	9644415.52
49747038	9644409.64
76150138	9644406
24109849	9644391
14127468	9644368.3
83287680	9644353.2
47713297	9644350.05
20852938	9644344.24
21635456	9644332.37
66836020	9644317.28
80931998	9644305.84
94076284	9644281.2
19818187	9644274.22
30198275	9644253.48
24669970	9644228.29
34472032	9644223.06
19659041	9644211.33
32808633	9644205.4
86385682	9644200.65
86231351	9644199.66
49682171	9644194.03
74148837	9644168.4
60345396	9644148.36
63765800	9644139.93
57446523	9644122.8
82998227	9644089.85
42263619	9644085.36
94778331	9644075.55
61702554	9644026.05
50138648	9644023.4
77715839	9644022.72
2043378	9644022.7
2813583	9644017.5
63447084	9644012.25
16939504	9643998.72
28514975	9643989.12
25255643	9643951.8
39484867	9643948.62
91306776	9643943.28
29648568	9643936.8
44189357	9643934.52
9525249	9643934.16
94668202	9643932.06
42503970	9643930.3
94046528	9643928.98
10411576	9643920.42
82905302	9643898.71
46772378	9643892.52
96400942	9643889.08
48885355	9643887.33
63593335	9643856.68
50576753	9643856.39
74127223	9643824.26
61931096	9643819.72
11510368	9643817.76
76601497	9643799.28
56208843	9643782.12
3907969	9643777.8
24921382	9643773.16
5945022	9643765.71
97979963	9643761.42
21380815	9643757.55
9758675	9643748.06
36028106	9643735.53
7637213	9643703.69
91256995	9643702.6
85914900	9643699
87161458	9643694.31
21936339	9643690.68
28577477	9643688.76
15009347	9643687.9
50372850	9643660.84
91525859	9643636.8
84768375	9643630.2
30604826	9643628.96
35885207	9643626.14
28650140	9643604.28
4945042	9643599.4
13270243	9643584.72
50416739	9643573.14
77109469	9643515.3
51887375	9643505.42
29508258	9643493.36
91513830	9643491
8434227	9643464.25
5231753	9643463.2
55395864	9643452.65
18958399	9643437.68
50663278	9643432.41
71433111	9643428.36
66091234	9643418.24
57955834	9643411.05
25285514	9643377.74
86093807	9643364.77
95483468	9643344.48
74329172	9643329.46
91920251	9643323.33
60879931	9643310.98
43155824	9643299.7
41399412	9643290.3
35587773	9643254.8
21723693	9643247.04
65282822	9643245.14
5683078	9643243.38
92276097	9643235.32
97152166	9643223.88
89382176	9643215.33
37404691	9643214.82
29031673	9643212.45
44730690	9643191.8
19613275	9643172.22
43125911	9643171.03
1372103	9643135.74
79588070	9643131.7
35257061	9643125.03
24799370	9643110.98
24690455	9643108.71
64635252	9643087.44
78130283	9643082.24
55336358	9643082.1
82758988	9643077.52
12636258	9643056.06
97931014	9643042.5
69189350	9643042.44
45784406	9643041.94
19890095	9643041.04
50010306	9643019.04
20035294	9643005.86
84426670	9643000
81646977	9642990.09
96962264	9642990
92429065	9642989.67
6598546	9642987.21
99214526	9642981.15
25122403	9642947.86
37415527	9642946.56
34982599	9642943.35
63076053	9642940.49
88559476	9642939.53
58033986	9642933.8
41756757	9642893.7
28156864	9642866.58
86776746	9642863.2
85194831	9642856.23
70382730	9642850.56
68461663	9642846
74579646	9642844.5
39639596	9642837.96
98626779	9642835.54
64686860	9642831.14
14211665	9642822.78
83901641	9642804.43
37981419	9642802.26
41440911	9642795.02
37194950	9642793.97
35818643	9642781.26
92544298	9642750.63
65612782	9642743.75
15880487	9642723.5
36180480	9642718.47
72730509	9642717.9
47143289	9642704.32
90162177	9642696.68
82369882	9642679.68
1196909	9642674.75
89658776	9642655.4
47874634	9642651.84
87844753	9642648.87
16442103	9642634.68
27728524	9642619.02
94722980	9642614.28
77912406	9642606.96
95601415	9642600.81
56821831	9642584.76
83708277	9642581.46
91545495	9642568.29
74132122	9642544.23
23940780	9642539.58
82309209	9642504.32
675741	9642500.78
